	Data Name	L*(D50)	a*(D50)	b*(D50)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
34 	[Retrieved Data]714 (5/14/2024 2:02:40 PM)	92.52	-0.85	5.14	13.98	13.98	13.98	13.98	13.98	25.66	53.71	75.70	82.12	79.60	74.72	74.73	74.52	74.94	78.38	81.99	83.64	83.75	83.36	82.50	81.50	80.85	80.53	80.75	81.34	82.18	83.22	84.45	85.66	86.66	87.34	87.97	88.64	89.35	89.93	89.93	89.93	89.93	89.93
34 	[Retrieved Data]714 (5/14/2024 2:02:40 PM)	91.12	-0.81	4.68	11.26	11.26	11.26	11.26	11.26	22.92	51.06	73.53	80.28	77.53	72.19	72.14	71.85	72.09	75.46	79.02	80.61	80.65	80.23	79.32	78.37	77.76	77.39	77.56	78.05	78.92	79.94	81.16	82.33	83.35	84.03	84.69	85.36	86.05	86.62	86.62	86.62	86.62	86.62
35 	[Retrieved Data]715 (5/14/2024 2:02:40 PM)	87.94	4.27	7.46	13.20	13.20	13.20	13.20	13.20	22.65	46.06	64.47	69.45	67.11	62.52	62.16	62.00	62.67	66.02	68.97	70.27	70.67	70.50	69.75	69.64	70.67	72.32	74.24	76.10	77.78	79.46	81.23	82.89	84.24	85.22	86.05	86.92	87.86	88.71	88.71	88.71	88.71	88.71
35 	[Retrieved Data]715 (5/14/2024 2:02:40 PM)	86.35	4.45	7.12	10.42	10.42	10.42	10.42	10.42	19.87	43.32	62.00	67.21	64.71	59.78	59.40	59.09	59.65	62.97	65.86	67.07	67.42	67.20	66.44	66.36	67.40	69.03	70.92	72.69	74.38	76.06	77.82	79.47	80.81	81.78	82.61	83.52	84.44	85.29	85.29	85.29	85.29	85.29
36 	[Retrieved Data]716 (5/14/2024 2:02:40 PM)	89.73	0.14	7.77	13.19	13.19	13.19	13.19	13.19	23.19	47.64	66.81	72.20	69.95	65.53	65.57	65.74	66.80	70.91	74.91	76.83	77.18	76.78	75.73	74.79	74.49	74.61	75.25	76.26	77.51	79.04	80.77	82.46	83.81	84.84	85.73	86.64	87.64	88.53	88.53	88.53	88.53	88.53
36 	[Retrieved Data]716 (5/14/2024 2:02:40 PM)	88.20	0.19	7.42	10.41	10.41	10.41	10.41	10.41	20.40	44.89	64.41	70.07	67.61	62.83	62.84	62.88	63.82	67.84	71.82	73.66	73.95	73.51	72.47	71.56	71.24	71.35	71.95	72.88	74.13	75.64	77.37	79.04	80.40	81.40	82.31	83.22	84.20	85.09	85.09	85.09	85.09	85.09
37 	[Retrieved Data]717 (5/14/2024 2:02:40 PM)	93.49	2.05	8.87	13.82	13.82	13.82	13.82	13.82	25.38	52.62	73.43	79.30	76.65	71.92	71.92	71.94	72.67	76.52	80.48	82.50	83.04	83.18	83.05	83.25	84.19	85.51	86.98	88.20	89.05	89.69	90.26	90.70	91.15	91.37	91.58	91.83	92.11	92.19	92.19	92.19	92.19	92.19
37 	[Retrieved Data]717 (5/14/2024 2:02:40 PM)	92.08	2.15	8.51	11.11	11.11	11.11	11.11	11.11	22.65	49.93	71.16	77.33	74.47	69.30	69.26	69.19	69.74	73.53	77.46	79.41	79.85	79.95	79.82	80.05	81.00	82.30	83.70	84.84	85.69	86.30	86.88	87.32	87.78	88.00	88.19	88.48	88.70	88.81	88.81	88.81	88.81	88.81
38 	[Retrieved Data]718 (5/14/2024 2:02:40 PM)	87.33	0.64	11.46	12.07	12.07	12.07	12.07	12.07	20.48	41.40	57.78	62.25	60.41	56.66	56.91	57.64	59.65	64.67	69.12	71.24	71.79	71.45	70.33	69.48	69.43	69.87	70.82	72.09	73.67	75.52	77.65	79.73	81.38	82.67	83.74	84.88	86.10	87.24	87.24	87.24	87.24	87.24
38 	[Retrieved Data]718 (5/14/2024 2:02:40 PM)	85.69	0.71	11.30	9.26	9.26	9.26	9.26	9.26	17.65	38.58	55.24	59.89	57.91	53.82	54.07	54.70	56.58	61.54	65.96	67.99	68.49	68.11	67.00	66.18	66.14	66.56	67.48	68.69	70.23	72.08	74.20	76.24	77.91	79.16	80.26	81.39	82.60	83.76	83.76	83.76	83.76	83.76
39 	[Retrieved Data]719 (5/14/2024 2:02:40 PM)	90.65	2.62	12.47	12.53	12.53	12.53	12.53	12.53	22.14	45.37	63.30	68.18	65.92	61.77	61.91	62.28	63.78	68.47	73.23	75.84	76.72	76.84	76.45	76.54	77.59	79.14	80.89	82.45	83.75	84.89	86.07	87.09	87.92	88.56	89.06	89.61	90.18	90.64	90.64	90.64	90.64	90.64
39 	[Retrieved Data]719 (5/14/2024 2:02:40 PM)	89.15	2.75	12.25	9.84	9.84	9.84	9.84	9.84	19.42	42.69	60.91	66.04	63.59	59.09	59.20	59.45	60.82	65.47	70.18	72.68	73.51	73.59	73.21	73.32	74.36	75.88	77.60	79.10	80.42	81.53	82.65	83.71	84.53	85.15	85.66	86.23	86.78	87.24	87.24	87.24	87.24	87.24
40 	[Retrieved Data]720 (5/14/2024 2:02:40 PM)	93.11	3.44	11.08	13.49	13.49	13.49	13.49	13.49	24.49	50.45	70.09	75.56	72.92	68.39	68.38	68.38	69.29	73.41	77.78	80.22	81.08	81.43	81.49	82.08	83.62	85.66	87.76	89.39	90.43	91.03	91.52	91.83	92.10	92.25	92.40	92.56	92.71	92.69	92.69	92.69	92.69	92.69
40 	[Retrieved Data]720 (5/14/2024 2:02:40 PM)	91.71	3.59	10.78	10.83	10.83	10.83	10.83	10.83	21.80	47.79	67.81	73.56	70.73	65.80	65.76	65.62	66.39	70.45	74.79	77.13	77.92	78.20	78.26	78.88	80.45	82.49	84.52	86.07	87.12	87.72	88.14	88.46	88.76	88.90	89.02	89.23	89.35	89.38	89.38	89.38	89.38	89.38
41 	[Retrieved Data]721 (5/14/2024 2:02:40 PM)	87.11	-0.14	5.33	12.95	12.95	12.95	12.95	12.95	22.24	45.70	64.57	69.87	67.83	63.33	63.23	63.20	64.11	67.79	71.10	72.45	72.52	71.81	70.30	68.85	68.06	67.77	68.16	69.17	70.76	72.73	75.10	77.45	79.34	80.82	82.06	83.37	84.79	86.15	86.15	86.15	86.15	86.15
41 	[Retrieved Data]721 (5/14/2024 2:02:40 PM)	85.44	-0.08	4.92	10.07	10.07	10.07	10.07	10.07	19.34	42.83	62.07	67.63	65.37	60.49	60.33	60.26	61.01	64.60	67.88	69.18	69.21	68.44	66.90	65.51	64.70	64.41	64.78	65.72	67.26	69.26	71.59	73.93	75.82	77.29	78.53	79.84	81.27	82.60	82.60	82.60	82.60	82.60
42 	[Retrieved Data]722 (5/14/2024 2:02:40 PM)	87.46	2.24	6.12	12.90	12.90	12.90	12.90	12.90	22.35	45.93	64.75	69.94	67.73	63.12	62.87	62.69	63.42	66.81	69.85	71.13	71.36	70.93	69.82	69.08	69.23	69.93	71.11	72.53	74.15	75.98	78.08	80.11	81.73	82.94	83.99	85.09	86.28	87.37	87.37	87.37	87.37	87.37
42 	[Retrieved Data]722 (5/14/2024 2:02:40 PM)	85.85	2.36	5.74	10.12	10.12	10.12	10.12	10.12	19.53	43.16	62.33	67.76	65.36	60.39	60.11	59.83	60.42	63.75	66.76	67.95	68.14	67.66	66.53	65.82	65.99	66.65	67.79	69.13	70.75	72.60	74.67	76.68	78.30	79.51	80.57	81.65	82.84	83.93	83.93	83.93	83.93	83.93
43 	[Retrieved Data]723 (5/14/2024 2:02:40 PM)	90.66	3.97	6.84	13.83	13.83	13.83	13.83	13.83	24.51	50.40	70.59	76.19	73.60	68.72	68.39	67.95	68.29	71.36	74.33	75.73	76.11	76.09	75.66	75.79	76.96	78.69	80.64	82.36	83.73	84.89	86.07	87.11	87.97	88.55	89.05	89.58	90.17	90.62	90.62	90.62	90.62	90.62
43 	[Retrieved Data]723 (5/14/2024 2:02:40 PM)	89.16	4.14	6.44	11.05	11.05	11.05	11.05	11.05	21.71	47.65	68.21	74.09	71.31	66.02	65.69	65.10	65.31	68.32	71.27	72.55	72.86	72.81	72.37	72.53	73.72	75.44	77.32	78.98	80.32	81.50	82.64	83.70	84.53	85.11	85.62	86.18	86.75	87.18	87.18	87.18	87.18	87.18
44 	[Retrieved Data]724 (5/14/2024 2:02:40 PM)	92.83	-0.35	7.61	13.88	13.88	13.88	13.88	13.88	25.11	52.10	73.19	79.29	76.83	72.12	72.26	72.32	73.13	77.12	81.31	83.42	83.77	83.59	82.98	82.33	82.10	82.19	82.69	83.42	84.23	85.16	86.20	87.18	88.02	88.59	89.11	89.66	90.24	90.68	90.68	90.68	90.68	90.68
44 	[Retrieved Data]724 (5/14/2024 2:02:40 PM)	91.42	-0.31	7.22	11.16	11.16	11.16	11.16	11.16	22.38	49.43	70.95	77.34	74.65	69.53	69.63	69.59	70.24	74.16	78.31	80.34	80.62	80.40	79.75	79.15	78.97	79.03	79.46	80.09	80.90	81.82	82.85	83.83	84.66	85.24	85.73	86.31	86.90	87.32	87.32	87.32	87.32	87.32
45 	[Retrieved Data]725 (5/14/2024 2:02:40 PM)	88.03	4.18	10.55	12.68	12.68	12.68	12.68	12.68	21.68	43.79	60.91	65.46	63.25	59.08	58.96	59.18	60.45	64.56	68.24	70.02	70.64	70.59	69.97	70.02	71.24	73.07	75.17	77.07	78.77	80.39	82.06	83.62	84.85	85.76	86.54	87.34	88.22	88.98	88.98	88.98	88.98	88.98
45 	[Retrieved Data]725 (5/14/2024 2:02:40 PM)	86.44	4.36	10.32	9.88	9.88	9.88	9.88	9.88	18.88	41.05	58.39	63.18	60.81	56.34	56.19	56.26	57.44	61.47	65.12	66.80	67.38	67.30	66.67	66.75	67.97	69.80	71.85	73.68	75.38	76.94	78.61	80.17	81.42	82.31	83.07	83.93	84.77	85.53	85.53	85.53	85.53	85.53
46 	[Retrieved Data]726 (5/14/2024 2:02:40 PM)	90.07	0.47	11.18	12.62	12.62	12.62	12.62	12.62	22.18	45.35	63.34	68.29	66.14	62.06	62.32	62.94	64.62	69.49	74.24	76.67	77.29	77.10	76.31	75.70	75.80	76.31	77.28	78.41	79.66	81.03	82.57	84.07	85.23	86.15	86.89	87.69	88.55	89.30	89.30	89.30	89.30	89.30
46 	[Retrieved Data]726 (5/14/2024 2:02:40 PM)	88.54	0.54	10.94	9.87	9.87	9.87	9.87	9.87	19.41	42.62	60.88	66.09	63.76	59.36	59.59	60.03	61.61	66.44	71.15	73.48	74.03	73.79	72.99	72.43	72.53	73.06	73.95	75.01	76.25	77.61	79.16	80.61	81.81	82.69	83.44	84.27	85.12	85.85	85.85	85.85	85.85	85.85
47 	[Retrieved Data]727 (5/14/2024 2:02:40 PM)	93.66	2.23	11.65	13.31	13.31	13.31	13.31	13.31	24.23	50.17	70.16	75.75	73.25	68.74	68.91	69.12	70.29	74.72	79.52	82.20	83.07	83.40	83.45	83.85	85.06	86.65	88.33	89.66	90.51	91.04	91.48	91.79	92.06	92.21	92.37	92.54	92.70	92.68	92.68	92.68	92.68	92.68
47 	[Retrieved Data]727 (5/14/2024 2:02:40 PM)	92.26	2.34	11.36	10.64	10.64	10.64	10.64	10.64	21.51	47.51	67.89	73.76	71.02	66.14	66.27	66.36	67.38	71.75	76.50	79.10	79.89	80.17	80.18	80.65	81.88	83.45	85.07	86.30	87.17	87.70	88.10	88.41	88.71	88.87	88.98	89.20	89.33	89.36	89.36	89.36	89.36	89.36
48 	[Retrieved Data]728 (5/14/2024 2:02:40 PM)	86.70	5.60	4.36	13.09	13.09	13.09	13.09	13.09	22.67	46.86	66.19	71.37	68.96	63.83	63.13	62.33	62.29	64.70	66.74	67.49	67.71	67.45	66.63	66.52	67.62	69.39	71.51	73.54	75.45	77.32	79.33	81.26	82.74	83.88	84.84	85.87	86.95	87.93	87.93	87.93	87.93	87.93
48 	[Retrieved Data]728 (5/14/2024 2:02:40 PM)	85.08	5.83	3.92	10.31	10.31	10.31	10.31	10.31	19.88	44.13	63.79	69.23	66.64	61.14	60.40	59.47	59.33	61.67	63.67	64.33	64.50	64.20	63.37	63.32	64.41	66.18	68.26	70.18	72.08	73.97	75.97	77.83	79.36	80.47	81.44	82.46	83.51	84.55	84.55	84.55	84.55	84.55
49 	[Retrieved Data]729 (5/14/2024 2:02:40 PM)	89.50	0.09	4.11	13.59	13.59	13.59	13.59	13.59	24.16	50.19	70.96	76.89	74.56	69.70	69.48	69.14	69.52	72.70	75.82	77.07	77.08	76.49	75.25	74.06	73.43	73.27	73.71	74.61	75.90	77.50	79.41	81.23	82.70	83.86	84.80	85.84	86.94	87.96	87.96	87.96	87.96	87.96
49 	[Retrieved Data]729 (5/14/2024 2:02:40 PM)	87.96	0.15	3.64	10.76	10.76	10.76	10.76	10.76	21.30	47.40	68.60	74.83	72.25	66.98	66.69	66.32	66.52	69.63	72.70	73.90	73.84	73.19	71.94	70.79	70.19	69.99	70.39	71.21	72.50	74.10	75.94	77.79	79.28	80.39	81.36	82.38	83.48	84.49	84.49	84.49	84.49	84.49
50 	[Retrieved Data]730 (5/14/2024 2:02:40 PM)	90.11	1.84	5.38	13.65	13.65	13.65	13.65	13.65	24.31	50.35	70.91	76.71	74.26	69.39	69.14	68.70	69.08	72.23	75.29	76.61	76.80	76.48	75.65	75.07	75.27	75.95	77.03	78.27	79.58	80.95	82.53	83.97	85.18	86.08	86.82	87.64	88.49	89.24	89.24	89.24	89.24	89.24
50 	[Retrieved Data]730 (5/14/2024 2:02:40 PM)	88.59	1.96	4.94	10.86	10.86	10.86	10.86	10.86	21.48	47.60	68.59	74.67	71.96	66.69	66.36	65.90	66.10	69.17	72.17	73.44	73.58	73.19	72.34	71.80	72.02	72.70	73.75	74.89	76.20	77.56	79.12	80.56	81.75	82.65	83.39	84.23	85.05	85.81	85.81	85.81	85.81	85.81
51 	[Retrieved Data]731 (5/14/2024 2:02:40 PM)	93.55	3.46	6.96	14.56	14.56	14.56	14.56	14.56	26.24	54.33	76.28	82.51	79.81	74.68	74.43	73.99	74.14	77.17	80.33	81.82	82.19	82.36	82.36	82.81	84.18	86.00	87.89	89.39	90.36	90.93	91.40	91.73	91.99	92.16	92.29	92.48	92.61	92.62	92.62	92.62	92.62	92.62
51 	[Retrieved Data]731 (5/14/2024 2:02:40 PM)	92.16	3.61	6.54	11.83	11.83	11.83	11.83	11.83	23.51	51.66	74.04	80.60	77.69	72.11	71.83	71.24	71.23	74.20	77.32	78.73	79.02	79.15	79.13	79.64	81.03	82.84	84.66	86.06	87.03	87.61	88.03	88.33	88.65	88.79	88.90	89.10	89.25	89.25	89.25	89.25	89.25	89.25
52 	[Retrieved Data]732 (5/14/2024 2:02:40 PM)	87.51	2.15	9.68	12.65	12.65	12.65	12.65	12.65	21.40	43.27	60.57	65.23	63.17	59.04	59.06	59.34	60.78	65.06	68.91	70.71	71.21	70.94	69.97	69.42	69.80	70.71	72.03	73.51	75.16	76.94	78.96	80.89	82.42	83.61	84.58	85.62	86.76	87.79	87.79	87.79	87.79	87.79
52 	[Retrieved Data]732 (5/14/2024 2:02:40 PM)	85.88	2.27	9.44	9.83	9.83	9.83	9.83	9.83	18.55	40.45	58.03	62.92	60.69	56.24	56.20	56.41	57.72	61.93	65.74	67.47	67.93	67.61	66.63	66.11	66.50	67.41	68.68	70.09	71.73	73.51	75.47	77.42	78.97	80.10	81.08	82.16	83.26	84.31	84.31	84.31	84.31	84.31
53 	[Retrieved Data]733 (5/14/2024 2:02:40 PM)	90.95	4.39	10.78	13.25	13.25	13.25	13.25	13.25	23.35	47.58	66.17	71.24	68.82	64.39	64.34	64.39	65.54	69.59	73.39	75.29	75.97	76.18	76.01	76.50	78.16	80.41	82.76	84.71	86.09	87.13	88.09	88.88	89.49	89.96	90.31	90.75	91.15	91.42	91.42	91.42	91.42	91.42
53 	[Retrieved Data]733 (5/14/2024 2:02:40 PM)	89.44	4.58	10.51	10.50	10.50	10.50	10.50	10.50	20.57	44.84	63.77	69.07	66.48	61.67	61.58	61.54	62.55	66.52	70.28	72.07	72.70	72.88	72.67	73.20	74.89	77.13	79.46	81.29	82.70	83.71	84.65	85.43	86.07	86.53	86.88	87.32	87.73	88.02	88.02	88.02	88.02	88.02
54 	[Retrieved Data]734 (5/14/2024 2:02:40 PM)	92.95	-0.38	10.73	13.27	13.27	13.27	13.27	13.27	24.03	49.65	69.32	74.98	72.67	68.37	68.74	69.05	70.60	75.48	80.48	83.07	83.74	83.76	83.30	82.82	82.84	83.17	83.80	84.58	85.41	86.23	87.18	88.06	88.78	89.30	89.72	90.22	90.72	91.11	91.11	91.11	91.11	91.11
54 	[Retrieved Data]734 (5/14/2024 2:02:40 PM)	91.52	-0.35	10.43	10.57	10.57	10.57	10.57	10.57	21.29	46.96	67.06	72.97	70.42	65.71	66.00	66.33	67.69	72.46	77.44	79.99	80.57	80.52	80.02	79.60	79.63	79.94	80.53	81.22	82.05	82.89	83.80	84.64	85.40	85.92	86.32	86.85	87.35	87.73	87.73	87.73	87.73	87.73
55 	[Retrieved Data]735 (5/14/2024 2:02:40 PM)	88.46	4.62	13.42	12.02	12.02	12.02	12.02	12.02	20.64	41.91	58.43	62.79	60.65	56.66	56.67	57.02	58.62	63.16	67.60	70.03	71.00	71.16	70.71	71.01	72.58	74.79	77.19	79.28	81.00	82.46	83.99	85.30	86.35	87.14	87.77	88.47	89.22	89.83	89.83	89.83	89.83	89.83
55 	[Retrieved Data]735 (5/14/2024 2:02:40 PM)	86.86	4.81	13.28	9.26	9.26	9.26	9.26	9.26	17.85	39.13	55.93	60.50	58.20	53.89	53.87	54.13	55.58	60.07	64.49	66.83	67.72	67.82	67.38	67.72	69.29	71.51	73.86	75.85	77.58	79.05	80.54	81.84	82.92	83.65	84.32	85.05	85.73	86.38	86.38	86.38	86.38	86.38
56 	[Retrieved Data]736 (5/14/2024 2:02:40 PM)	23.49	2.49	0.51	4.32	4.32	4.32	4.32	4.32	4.15	4.04	3.96	3.90	3.86	3.83	3.80	3.77	3.76	3.76	3.75	3.74	3.74	3.78	3.82	3.87	3.93	3.99	4.05	4.09	4.18	4.26	4.33	4.41	4.50	4.69	5.20	6.46	9.34	15.36	15.36	15.36	15.36	15.36
56 	[Retrieved Data]736 (5/14/2024 2:02:40 PM)	4.52	2.31	-3.49	1.30	1.30	1.30	1.30	1.30	1.12	1.00	0.91	0.82	0.72	0.68	0.63	0.60	0.57	0.56	0.56	0.51	0.51	0.49	0.46	0.44	0.44	0.43	0.44	0.43	0.46	0.50	0.51	0.55	0.63	0.78	1.24	2.47	5.27	11.19	11.19	11.19	11.19	11.19
57 	[Retrieved Data]737 (5/14/2024 2:02:40 PM)	42.47	-48.21	23.86	4.75	4.75	4.75	4.75	4.75	4.63	4.58	4.52	4.51	4.53	4.64	4.78	5.18	6.37	11.47	23.18	32.03	30.62	22.78	14.40	8.38	5.42	4.44	4.24	4.27	4.44	4.74	5.31	6.23	7.40	8.75	10.37	12.48	15.46	19.72	19.72	19.72	19.72	19.72
57 	[Retrieved Data]737 (5/14/2024 2:02:40 PM)	36.42	-65.93	32.91	1.76	1.76	1.76	1.76	1.76	1.59	1.46	1.39	1.32	1.27	1.31	1.38	1.70	2.80	7.81	19.42	28.22	26.82	19.05	10.81	4.90	2.01	1.08	0.84	0.81	0.89	1.14	1.64	2.57	3.75	5.04	6.65	8.75	11.69	15.92	15.92	15.92	15.92	15.92
58 	[Retrieved Data]738 (5/14/2024 2:02:40 PM)	93.07	1.67	5.27	14.07	14.07	14.07	14.07	14.07	26.09	54.81	77.24	83.72	81.01	75.88	75.66	75.04	75.10	78.04	81.17	82.58	82.82	82.76	82.36	82.15	82.60	83.41	84.49	85.56	86.43	87.22	88.09	88.82	89.43	89.89	90.23	90.67	91.08	91.37	91.37	91.37	91.37	91.37
58 	[Retrieved Data]738 (5/14/2024 2:02:40 PM)	91.68	1.77	4.78	11.37	11.37	11.37	11.37	11.37	23.34	52.17	75.13	81.94	78.96	73.34	73.05	72.41	72.26	75.11	78.21	79.57	79.72	79.58	79.18	79.01	79.47	80.26	81.29	82.24	83.15	83.90	84.74	85.45	86.11	86.52	86.90	87.36	87.74	88.03	88.03	88.03	88.03	88.03
59 	[Retrieved Data]739 (5/14/2024 2:02:40 PM)	87.01	0.25	8.01	12.90	12.90	12.90	12.90	12.90	21.76	43.84	61.27	66.07	64.08	59.98	60.01	60.27	61.65	65.93	69.78	71.50	71.81	71.26	69.91	68.71	68.24	68.29	68.93	70.05	71.64	73.58	75.91	78.15	79.95	81.35	82.54	83.80	85.14	86.45	86.45	86.45	86.45	86.45
59 	[Retrieved Data]739 (5/14/2024 2:02:40 PM)	85.37	0.31	7.72	10.10	10.10	10.10	10.10	10.10	18.93	41.04	58.77	63.79	61.64	57.18	57.15	57.37	58.62	62.82	66.64	68.28	68.56	67.95	66.58	65.43	64.99	65.00	65.61	66.64	68.25	70.17	72.44	74.67	76.49	77.90	79.08	80.36	81.68	82.99	82.99	82.99	82.99	82.99
60 	[Retrieved Data]740 (5/14/2024 2:02:40 PM)	90.44	2.21	8.77	13.24	13.24	13.24	13.24	13.24	23.36	48.02	67.31	72.69	70.32	65.83	65.77	65.69	66.63	70.56	74.44	76.36	76.88	76.80	76.19	75.93	76.55	77.66	79.07	80.45	81.77	82.99	84.37	85.61	86.62	87.39	87.98	88.68	89.39	89.98	89.98	89.98	89.98	89.98
60 	[Retrieved Data]740 (5/14/2024 2:02:40 PM)	88.94	2.34	8.44	10.46	10.46	10.46	10.46	10.46	20.56	45.30	64.97	70.62	68.05	63.14	62.99	62.93	63.68	67.52	71.36	73.24	73.69	73.53	72.89	72.70	73.31	74.43	75.81	77.11	78.42	79.65	80.95	82.18	83.23	83.96	84.58	85.27	85.98	86.57	86.57	86.57	86.57	86.57
61 	[Retrieved Data]741 (5/14/2024 2:02:40 PM)	93.52	3.15	8.73	13.98	13.98	13.98	13.98	13.98	25.48	52.80	73.82	79.77	77.11	72.22	72.10	71.94	72.47	76.04	79.79	81.67	82.23	82.48	82.48	82.95	84.32	86.11	88.00	89.47	90.43	90.99	91.46	91.75	92.05	92.22	92.34	92.54	92.69	92.66	92.66	92.66	92.66	92.66
61 	[Retrieved Data]741 (5/14/2024 2:02:40 PM)	92.11	3.30	8.37	11.28	11.28	11.28	11.28	11.28	22.76	50.14	71.53	77.77	74.92	69.64	69.50	69.15	69.55	73.09	76.78	78.58	79.04	79.22	79.23	79.74	81.13	82.94	84.76	86.14	87.10	87.65	88.10	88.38	88.68	88.84	88.96	89.14	89.29	89.33	89.33	89.33	89.33	89.33
62 	[Retrieved Data]742 (5/14/2024 2:02:40 PM)	87.83	2.76	11.66	12.28	12.28	12.28	12.28	12.28	20.85	42.17	58.83	63.33	61.38	57.44	57.55	57.97	59.69	64.34	68.52	70.52	71.21	71.08	70.29	70.03	70.79	72.12	73.77	75.41	77.07	78.76	80.60	82.33	83.70	84.77	85.64	86.58	87.58	88.49	88.49	88.49	88.49	88.49
62 	[Retrieved Data]742 (5/14/2024 2:02:40 PM)	86.23	2.89	11.48	9.51	9.51	9.51	9.51	9.51	18.07	39.41	56.32	61.03	58.91	54.66	54.77	55.07	56.67	61.27	65.40	67.33	67.94	67.76	66.99	66.75	67.53	68.84	70.45	72.02	73.68	75.36	77.15	78.89	80.28	81.32	82.20	83.14	84.14	85.06	85.06	85.06	85.06	85.06
63 	[Retrieved Data]743 (5/14/2024 2:02:40 PM)	91.12	4.62	13.27	12.72	12.72	12.72	12.72	12.72	22.28	45.56	63.53	68.42	66.09	61.86	61.85	61.98	63.29	67.73	72.37	75.02	76.08	76.46	76.41	77.07	78.95	81.45	84.00	86.03	87.44	88.37	89.20	89.82	90.36	90.72	90.97	91.33	91.66	91.84	91.84	91.84	91.84	91.84
63 	[Retrieved Data]743 (5/14/2024 2:02:40 PM)	89.63	4.80	13.06	10.04	10.04	10.04	10.04	10.04	19.57	42.86	61.17	66.30	63.78	59.16	59.12	59.18	60.34	64.72	69.30	71.87	72.88	73.20	73.13	73.83	75.73	78.21	80.71	82.67	84.05	84.99	85.81	86.42	86.96	87.32	87.60	87.94	88.25	88.46	88.46	88.46	88.46	88.46
64 	[Retrieved Data]744 (5/14/2024 2:02:40 PM)	28.16	24.84	-46.28	12.51	12.51	12.51	12.51	12.51	15.70	24.01	33.64	33.96	29.09	22.35	16.75	12.14	9.45	7.47	6.13	5.49	5.23	4.94	4.60	4.37	4.28	4.23	4.28	4.41	4.65	5.06	5.82	7.02	8.44	10.02	11.84	14.15	17.31	21.70	21.70	21.70	21.70	21.70
64 	[Retrieved Data]744 (5/14/2024 2:02:40 PM)	16.02	39.93	-60.86	9.37	9.37	9.37	9.37	9.37	12.49	20.69	30.32	30.59	25.68	18.91	13.32	8.72	6.04	4.06	2.74	2.09	1.84	1.57	1.25	1.02	0.90	0.87	0.87	0.92	1.11	1.49	2.21	3.36	4.78	6.37	8.18	10.47	13.60	17.95	17.95	17.95	17.95	17.95
65 	[Retrieved Data]745 (5/14/2024 2:02:40 PM)	54.46	64.18	49.24	4.76	4.76	4.76	4.76	4.76	4.62	4.55	4.47	4.42	4.43	4.53	4.66	4.93	5.29	5.87	6.40	6.69	6.82	6.77	6.60	6.99	9.36	16.54	30.64	49.22	67.09	79.70	86.85	90.38	91.80	92.43	92.68	92.87	93.02	92.99	92.99	92.99	92.99	92.99
65 	[Retrieved Data]745 (5/14/2024 2:02:40 PM)	49.80	70.97	65.95	1.91	1.91	1.91	1.91	1.91	1.67	1.53	1.39	1.26	1.15	1.16	1.18	1.28	1.53	1.94	2.34	2.57	2.72	2.68	2.53	2.89	5.19	12.31	26.34	44.83	62.69	75.28	82.42	85.89	87.32	87.93	88.19	88.41	88.53	88.51	88.51	88.51	88.51	88.51
66 	[Retrieved Data]746 (5/14/2024 2:02:40 PM)	94.84	-3.03	8.37	14.01	14.01	14.01	14.01	14.01	25.89	54.06	75.96	82.40	79.98	75.36	75.77	76.23	77.24	81.71	86.86	89.71	90.20	90.02	89.39	88.32	87.18	86.20	85.74	85.81	86.20	86.83	87.61	88.36	89.06	89.51	89.93	90.40	90.87	91.17	91.17	91.17	91.17	91.17
66 	[Retrieved Data]746 (5/14/2024 2:02:40 PM)	93.48	-3.09	8.00	11.30	11.30	11.30	11.30	11.30	23.16	51.38	73.68	80.47	77.83	72.79	73.20	73.44	74.33	78.79	83.91	86.64	87.05	86.82	86.20	85.16	84.04	83.02	82.51	82.45	82.84	83.46	84.22	84.96	85.64	86.11	86.53	86.98	87.46	87.79	87.79	87.79	87.79	87.79
67 	[Retrieved Data]747 (5/14/2024 2:02:40 PM)	90.54	1.49	10.26	13.06	13.06	13.06	13.06	13.06	23.02	47.04	65.60	70.75	68.45	64.16	64.22	64.49	65.74	70.12	74.55	76.86	77.53	77.46	76.83	76.51	76.96	77.87	79.09	80.36	81.60	82.84	84.18	85.44	86.45	87.19	87.82	88.49	89.22	89.81	89.81	89.81	89.81	89.81
67 	[Retrieved Data]747 (5/14/2024 2:02:40 PM)	89.01	1.59	9.97	10.29	10.29	10.29	10.29	10.29	20.22	44.27	63.17	68.57	66.08	61.44	61.47	61.61	62.71	67.05	71.44	73.67	74.26	74.13	73.49	73.21	73.66	74.57	75.74	76.94	78.18	79.40	80.75	81.97	83.00	83.73	84.37	85.06	85.75	86.35	86.35	86.35	86.35	86.35
68 	[Retrieved Data]748 (5/14/2024 2:02:40 PM)	92.52	-3.09	11.76	12.90	12.90	12.90	12.90	12.90	23.29	47.97	66.88	72.29	70.07	66.07	66.60	67.47	69.37	74.91	80.95	84.32	85.10	84.87	83.96	82.69	81.57	80.74	80.50	80.82	81.58	82.61	83.91	85.14	86.19	86.97	87.64	88.35	89.09	89.73	89.73	89.73	89.73	89.73
