	Data Name	Target No.	CMC(l:c)(D50)	Judgement	Pseudo Color(D50)	L*(D50)	a*(D50)	b*(D50)	dL*(D50)	da*(D50)	db*(D50)	dE*ab(D50)
   391 	[Retrieved Data]391 (5/13/2024 9:20:54 PM)	3	25.69	------		87.01	-2.82	15.70	-8.26	-4.57	19.47	21.64
   391 	[Retrieved Data]391 (5/13/2024 9:20:54 PM)	3	26.36	------		85.35	-2.87	15.73	-8.37	-4.48	19.91	22.05
   392 	[Retrieved Data]392 (5/13/2024 9:20:54 PM)	3	25.94	------		90.33	-1.23	16.60	-4.94	-2.98	20.37	21.18
   392 	[Retrieved Data]392 (5/13/2024 9:20:54 PM)	3	26.55	------		88.77	-1.22	16.59	-4.94	-2.83	20.76	21.53
   393 	[Retrieved Data]393 (5/13/2024 9:20:54 PM)	3	28.97	------		84.35	-2.40	18.38	-10.92	-4.15	22.16	25.05
   393 	[Retrieved Data]393 (5/13/2024 9:20:54 PM)	3	29.84	------		82.58	-2.42	18.59	-11.13	-4.03	22.77	25.66
   394 	[Retrieved Data]394 (5/13/2024 9:20:54 PM)	3	29.58	------		87.51	-0.45	19.66	-7.76	-2.20	23.43	24.78
   394 	[Retrieved Data]394 (5/13/2024 9:20:54 PM)	3	30.34	------		85.86	-0.42	19.79	-7.85	-2.03	23.97	25.30
   395 	[Retrieved Data]395 (5/13/2024 9:20:54 PM)	3	29.93	------		90.66	1.80	20.38	-4.61	0.05	24.15	24.59
   395 	[Retrieved Data]395 (5/13/2024 9:20:54 PM)	3	30.66	------		89.14	1.91	20.48	-4.57	0.30	24.66	25.08
   396 	[Retrieved Data]396 (5/13/2024 9:20:54 PM)	3	22.92	------		84.36	-2.89	12.68	-10.91	-4.64	16.45	20.28
   396 	[Retrieved Data]396 (5/13/2024 9:20:54 PM)	3	23.55	------		82.58	-2.94	12.64	-11.13	-4.55	16.82	20.68
   397 	[Retrieved Data]397 (5/13/2024 9:20:54 PM)	3	23.42	------		84.64	-0.98	13.63	-10.63	-2.73	17.41	20.58
   397 	[Retrieved Data]397 (5/13/2024 9:20:54 PM)	3	24.09	------		82.85	-0.95	13.62	-10.86	-2.56	17.79	21.00
   398 	[Retrieved Data]398 (5/13/2024 9:20:54 PM)	3	23.92	------		87.83	0.67	14.80	-7.44	-1.08	18.57	20.04
   398 	[Retrieved Data]398 (5/13/2024 9:20:54 PM)	3	24.56	------		86.21	0.74	14.78	-7.50	-0.87	18.95	20.40
   399 	[Retrieved Data]399 (5/13/2024 9:20:54 PM)	3	26.19	------		89.70	-3.09	16.39	-5.57	-4.84	20.16	21.47
   399 	[Retrieved Data]399 (5/13/2024 9:20:54 PM)	3	26.78	------		88.14	-3.16	16.36	-5.57	-4.77	20.54	21.81
   400 	[Retrieved Data]400 (5/13/2024 9:20:54 PM)	3	27.55	------		85.27	1.06	17.68	-10.00	-0.69	21.45	23.68
   400 	[Retrieved Data]400 (5/13/2024 9:20:54 PM)	3	28.37	------		83.51	1.17	17.82	-10.20	-0.44	22.00	24.25
   401 	[Retrieved Data]401 (5/13/2024 9:20:54 PM)	3	30.03	------		87.15	-2.52	19.70	-8.12	-4.27	23.48	25.20
   401 	[Retrieved Data]401 (5/13/2024 9:20:54 PM)	3	30.81	------		85.49	-2.55	19.86	-8.22	-4.16	24.04	25.75
   402 	[Retrieved Data]402 (5/13/2024 9:20:54 PM)	3	29.16	------		90.43	-1.08	19.47	-4.85	-2.83	23.24	23.91
   402 	[Retrieved Data]402 (5/13/2024 9:20:54 PM)	3	29.85	------		88.90	-1.06	19.55	-4.81	-2.67	23.72	24.35
   403 	[Retrieved Data]403 (5/13/2024 9:20:54 PM)	3	28.33	------		80.86	5.03	17.41	-14.41	3.28	21.19	25.83
   403 	[Retrieved Data]403 (5/13/2024 9:20:54 PM)	3	29.32	------		78.95	5.28	17.62	-14.76	3.68	21.80	26.58
   404 	[Retrieved Data]404 (5/13/2024 9:20:54 PM)	3	21.76	------		86.97	-2.43	12.22	-8.30	-4.18	16.00	18.50
   404 	[Retrieved Data]404 (5/13/2024 9:20:54 PM)	3	22.26	------		85.28	-2.45	12.09	-8.43	-4.06	16.26	18.76
   405 	[Retrieved Data]405 (5/13/2024 9:20:54 PM)	3	22.80	------		87.54	-0.98	13.56	-7.74	-2.73	17.34	19.18
   405 	[Retrieved Data]405 (5/13/2024 9:20:54 PM)	3	23.36	------		85.87	-0.94	13.48	-7.84	-2.55	17.65	19.48
   406 	[Retrieved Data]406 (5/13/2024 9:20:54 PM)	3	23.13	------		90.67	0.35	14.38	-4.60	-1.40	18.15	18.78
   406 	[Retrieved Data]406 (5/13/2024 9:20:54 PM)	3	23.64	------		89.15	0.42	14.25	-4.56	-1.19	18.43	19.02
   407 	[Retrieved Data]407 (5/13/2024 9:20:54 PM)	3	27.31	------		84.57	-1.12	17.13	-10.70	-2.87	20.90	23.66
   407 	[Retrieved Data]407 (5/13/2024 9:20:54 PM)	3	28.12	------		82.80	-1.10	17.28	-10.91	-2.71	21.45	24.22
   408 	[Retrieved Data]408 (5/13/2024 9:20:54 PM)	3	27.88	------		88.08	1.08	18.34	-7.19	-0.67	22.11	23.26
   408 	[Retrieved Data]408 (5/13/2024 9:20:54 PM)	3	28.62	------		86.44	1.18	18.43	-7.27	-0.43	22.60	23.75
   409 	[Retrieved Data]409 (5/13/2024 9:20:54 PM)	3	29.30	------		89.89	-3.19	19.18	-5.38	-4.94	22.95	24.08
   409 	[Retrieved Data]409 (5/13/2024 9:20:54 PM)	3	30.00	------		88.32	-3.24	19.27	-5.39	-4.85	23.45	24.54
   410 	[Retrieved Data]410 (5/13/2024 9:20:54 PM)	3	30.01	------		85.57	1.89	19.94	-9.70	0.14	23.72	25.62
   410 	[Retrieved Data]410 (5/13/2024 9:20:54 PM)	3	30.87	------		83.85	2.01	20.14	-9.86	0.40	24.32	26.25
   411 	[Retrieved Data]411 (5/13/2024 9:20:54 PM)	3	49.58	------		23.58	2.54	0.55	-71.70	0.79	4.33	71.83
   411 	[Retrieved Data]411 (5/13/2024 9:20:54 PM)	3	61.71	------		4.45	2.27	-3.45	-89.26	0.66	0.72	89.27
   412 	[Retrieved Data]412 (5/13/2024 9:20:54 PM)	3	76.57	------		42.35	-48.70	23.66	-52.92	-50.45	27.44	78.09
   412 	[Retrieved Data]412 (5/13/2024 9:20:54 PM)	3	97.38	------		36.38	-66.52	32.64	-57.33	-68.13	36.82	96.35
   413 	[Retrieved Data]413 (5/13/2024 9:20:54 PM)	3	22.04	------		90.08	-1.53	13.09	-5.19	-3.28	16.86	17.94
   413 	[Retrieved Data]413 (5/13/2024 9:20:54 PM)	3	22.50	------		88.51	-1.52	12.93	-5.20	-3.12	17.11	18.15
   414 	[Retrieved Data]414 (5/13/2024 9:20:54 PM)	3	25.93	------		84.13	-2.80	15.46	-11.14	-4.55	19.23	22.69
   414 	[Retrieved Data]414 (5/13/2024 9:20:54 PM)	3	26.68	------		82.34	-2.84	15.54	-11.37	-4.45	19.71	23.19
   415 	[Retrieved Data]415 (5/13/2024 9:20:54 PM)	3	26.66	------		87.52	-0.77	17.03	-7.76	-2.52	20.80	22.34
   415 	[Retrieved Data]415 (5/13/2024 9:20:54 PM)	3	27.37	------		85.87	-0.74	17.09	-7.85	-2.35	21.26	22.79
   416 	[Retrieved Data]416 (5/13/2024 9:20:54 PM)	3	27.10	------		90.89	0.95	17.89	-4.38	-0.80	21.66	22.12
   416 	[Retrieved Data]416 (5/13/2024 9:20:54 PM)	3	27.73	------		89.36	1.03	17.89	-4.35	-0.58	22.07	22.50
   417 	[Retrieved Data]417 (5/13/2024 9:20:54 PM)	3	29.17	------		84.92	-0.19	18.98	-10.35	-1.94	22.75	25.07
   417 	[Retrieved Data]417 (5/13/2024 9:20:54 PM)	3	30.03	------		83.18	-0.13	19.18	-10.53	-1.74	23.36	25.68
   418 	[Retrieved Data]418 (5/13/2024 9:20:54 PM)	3	29.84	------		88.12	1.51	20.09	-7.15	-0.24	23.86	24.91
   418 	[Retrieved Data]418 (5/13/2024 9:20:54 PM)	3	30.62	------		86.50	1.62	20.23	-7.21	0.01	24.40	25.45
   419 	[Retrieved Data]419 (5/13/2024 9:20:54 PM)	3	70.85	------		28.28	24.43	-45.99	-67.00	22.68	-42.22	82.37
   419 	[Retrieved Data]419 (5/13/2024 9:20:54 PM)	3	92.33	------		15.95	39.53	-60.73	-77.76	37.92	-56.55	103.36
   420 	[Retrieved Data]420 (5/13/2024 9:20:54 PM)	3	98.15	------		54.33	64.24	49.06	-40.94	62.49	52.83	91.50
   420 	[Retrieved Data]420 (5/13/2024 9:20:54 PM)	3	115.71	------		49.61	71.06	65.84	-44.10	69.45	70.02	108.03
   421 	[Retrieved Data]421 (5/13/2024 9:20:54 PM)	3	16.90	------		94.84	-3.00	8.41	-0.43	-4.75	12.18	13.08
   421 	[Retrieved Data]421 (5/13/2024 9:20:54 PM)	3	17.11	------		93.49	-3.06	8.05	-0.22	-4.67	12.23	13.09
   422 	[Retrieved Data]422 (5/13/2024 9:20:54 PM)	3	18.31	------		90.51	1.47	10.29	-4.76	-0.28	14.07	14.85
   422 	[Retrieved Data]422 (5/13/2024 9:20:54 PM)	3	18.66	------		88.96	1.57	10.01	-4.75	-0.04	14.19	14.96
   423 	[Retrieved Data]423 (5/13/2024 9:20:54 PM)	3	20.94	------		92.52	-3.13	11.89	-2.75	-4.88	15.66	16.63
   423 	[Retrieved Data]423 (5/13/2024 9:20:54 PM)	3	21.31	------		91.06	-3.18	11.66	-2.65	-4.78	15.83	16.75
   424 	[Retrieved Data]424 (5/13/2024 9:20:54 PM)	3	19.83	------		95.77	-1.77	11.37	0.50	-3.52	15.14	15.55
   424 	[Retrieved Data]424 (5/13/2024 9:20:54 PM)	3	20.17	------		94.41	-1.79	11.10	0.70	-3.40	15.27	15.66
   425 	[Retrieved Data]425 (5/13/2024 9:20:54 PM)	3	23.76	------		89.75	-2.12	14.46	-5.52	-3.87	18.23	19.44
   425 	[Retrieved Data]425 (5/13/2024 9:20:54 PM)	3	24.31	------		88.19	-2.14	14.38	-5.52	-3.75	18.55	19.72
   426 	[Retrieved Data]426 (5/13/2024 9:20:54 PM)	3	24.98	------		93.37	-0.45	16.05	-1.90	-2.20	19.82	20.03
   426 	[Retrieved Data]426 (5/13/2024 9:20:54 PM)	3	25.48	------		91.93	-0.40	15.93	-1.78	-2.01	20.10	20.28
   427 	[Retrieved Data]427 (5/13/2024 9:20:54 PM)	3	22.43	------		95.32	-1.43	13.70	0.05	-3.18	17.48	17.76
   427 	[Retrieved Data]427 (5/13/2024 9:20:54 PM)	3	22.80	------		93.90	-1.42	13.47	0.19	-3.03	17.64	17.90
   428 	[Retrieved Data]428 (5/13/2024 9:20:54 PM)	3	17.67	------		89.71	-2.66	8.85	-5.56	-4.41	12.62	14.48
   428 	[Retrieved Data]428 (5/13/2024 9:20:54 PM)	3	17.96	------		88.14	-2.69	8.56	-5.57	-4.29	12.74	14.55
   429 	[Retrieved Data]429 (5/13/2024 9:20:54 PM)	3	17.33	------		89.84	-0.50	9.15	-5.43	-2.25	12.93	14.20
   429 	[Retrieved Data]429 (5/13/2024 9:20:54 PM)	3	17.62	------		88.25	-0.46	8.85	-5.46	-2.07	13.03	14.28
   430 	[Retrieved Data]430 (5/13/2024 9:20:54 PM)	3	17.68	------		93.38	0.91	9.94	-1.89	-0.84	13.71	13.87
   430 	[Retrieved Data]430 (5/13/2024 9:20:54 PM)	3	17.95	------		91.95	0.99	9.60	-1.76	-0.61	13.77	13.90
   431 	[Retrieved Data]431 (5/13/2024 9:20:54 PM)	3	20.01	------		95.14	-2.62	11.29	-0.13	-4.37	15.07	15.69
   431 	[Retrieved Data]431 (5/13/2024 9:20:54 PM)	3	20.31	------		93.77	-2.65	11.00	0.06	-4.26	15.18	15.77
   432 	[Retrieved Data]432 (5/13/2024 9:20:54 PM)	3	22.65	------		90.42	1.47	14.01	-4.86	-0.28	17.79	18.44
   432 	[Retrieved Data]432 (5/13/2024 9:20:54 PM)	3	23.16	------		89.00	1.55	13.89	-4.71	-0.05	18.06	18.67
   433 	[Retrieved Data]433 (5/13/2024 9:20:54 PM)	3	24.48	------		92.77	-2.87	15.12	-2.50	-4.62	18.89	19.61
   433 	[Retrieved Data]433 (5/13/2024 9:20:54 PM)	3	24.95	------		91.31	-2.90	14.99	-2.40	-4.51	19.17	19.83
   434 	[Retrieved Data]434 (5/13/2024 9:20:54 PM)	3	22.70	------		95.59	-2.04	13.81	0.32	-3.79	17.58	17.99
   434 	[Retrieved Data]434 (5/13/2024 9:20:54 PM)	3	23.08	------		94.26	-2.05	13.58	0.55	-3.66	17.76	18.14
   435 	[Retrieved Data]435 (5/13/2024 9:20:54 PM)	3	22.63	------		87.81	4.72	13.54	-7.47	2.97	17.31	19.09
   435 	[Retrieved Data]435 (5/13/2024 9:20:54 PM)	3	23.22	------		86.16	4.92	13.41	-7.55	3.32	17.59	19.42
   436 	[Retrieved Data]436 (5/13/2024 9:20:54 PM)	3	16.76	------		92.20	-3.35	8.02	-3.08	-5.10	11.80	13.22
   436 	[Retrieved Data]436 (5/13/2024 9:20:54 PM)	3	16.93	------		90.73	-3.39	7.64	-2.98	-5.00	11.82	13.17
   437 	[Retrieved Data]437 (5/13/2024 9:20:54 PM)	3	16.76	------		92.81	-1.49	8.71	-2.46	-3.24	12.49	13.14
   437 	[Retrieved Data]437 (5/13/2024 9:20:54 PM)	3	16.97	------		91.36	-1.48	8.37	-2.35	-3.08	12.54	13.13
   438 	[Retrieved Data]438 (5/13/2024 9:20:54 PM)	3	17.29	------		95.83	-1.50	9.24	0.56	-3.25	13.01	13.42
   438 	[Retrieved Data]438 (5/13/2024 9:20:54 PM)	3	17.48	------		94.55	-1.49	8.85	0.84	-3.10	13.03	13.42
   439 	[Retrieved Data]439 (5/13/2024 9:20:54 PM)	3	21.09	------		89.97	-0.64	12.41	-5.31	-2.39	16.19	17.20
   439 	[Retrieved Data]439 (5/13/2024 9:20:54 PM)	3	21.53	------		88.40	-0.60	12.23	-5.32	-2.21	16.40	17.38
   440 	[Retrieved Data]440 (5/13/2024 9:20:54 PM)	3	22.51	------		93.53	1.41	14.07	-1.75	-0.34	17.85	17.94
   440 	[Retrieved Data]440 (5/13/2024 9:20:54 PM)	3	22.89	------		92.30	1.48	13.83	-1.41	-0.12	18.01	18.07
   441 	[Retrieved Data]441 (5/13/2024 9:20:54 PM)	3	23.16	------		95.36	-2.59	14.08	0.09	-4.34	17.86	18.38
   441 	[Retrieved Data]441 (5/13/2024 9:20:54 PM)	3	23.58	------		93.99	-2.63	13.89	0.28	-4.23	18.06	18.55
   442 	[Retrieved Data]442 (5/13/2024 9:20:54 PM)	3	25.48	------		90.83	2.26	16.51	-4.44	0.51	20.28	20.77
   442 	[Retrieved Data]442 (5/13/2024 9:20:54 PM)	3	26.08	------		89.28	2.39	16.46	-4.43	0.78	20.63	21.12
   443 	[Retrieved Data]443 (5/13/2024 9:20:54 PM)	3	49.51	------		23.70	2.53	0.67	-71.57	0.78	4.45	71.71
   443 	[Retrieved Data]443 (5/13/2024 9:20:54 PM)	3	61.65	------		4.54	2.34	-3.32	-89.17	0.74	0.86	89.17
   444 	[Retrieved Data]444 (5/13/2024 9:20:54 PM)	3	74.02	------		41.39	-46.01	22.51	-53.88	-47.76	26.28	76.65
   444 	[Retrieved Data]444 (5/13/2024 9:20:54 PM)	3	95.31	------		35.08	-64.32	31.61	-58.63	-65.92	35.78	95.20
   445 	[Retrieved Data]445 (5/13/2024 9:20:54 PM)	3	16.38	------		95.89	-1.34	8.50	0.62	-3.09	12.27	12.67
   445 	[Retrieved Data]445 (5/13/2024 9:20:54 PM)	3	16.55	------		94.57	-1.33	8.10	0.86	-2.94	12.28	12.66
   446 	[Retrieved Data]446 (5/13/2024 9:20:54 PM)	3	19.93	------		89.50	-2.21	10.99	-5.77	-3.96	14.77	16.34
   446 	[Retrieved Data]446 (5/13/2024 9:20:54 PM)	3	20.33	------		87.93	-2.23	10.79	-5.78	-3.84	14.96	16.50
   447 	[Retrieved Data]447 (5/13/2024 9:20:54 PM)	3	20.50	------		93.14	-1.02	12.07	-2.13	-2.77	15.84	16.22
   447 	[Retrieved Data]447 (5/13/2024 9:20:54 PM)	3	20.89	------		91.71	-1.00	11.84	-2.00	-2.60	16.02	16.35
   448 	[Retrieved Data]448 (5/13/2024 9:20:54 PM)	3	19.34	------		95.78	-1.70	10.96	0.51	-3.45	14.73	15.14
   448 	[Retrieved Data]448 (5/13/2024 9:20:54 PM)	3	19.62	------		94.44	-1.70	10.64	0.73	-3.30	14.82	15.20
   449 	[Retrieved Data]449 (5/13/2024 9:20:54 PM)	3	23.89	------		90.40	-0.04	14.97	-4.88	-1.79	18.75	19.46
   449 	[Retrieved Data]449 (5/13/2024 9:20:54 PM)	3	24.43	------		88.85	0.01	14.88	-4.86	-1.59	19.06	19.73
   450 	[Retrieved Data]450 (5/13/2024 9:20:54 PM)	3	24.64	------		93.66	1.26	15.90	-1.62	-0.49	19.67	19.75
   450 	[Retrieved Data]450 (5/13/2024 9:20:54 PM)	3	25.17	------		92.23	1.36	15.80	-1.48	-0.25	19.98	20.03
   451 	[Retrieved Data]451 (5/13/2024 9:20:54 PM)	3	71.54	------		28.20	25.00	-46.55	-67.07	23.25	-42.77	82.88
   451 	[Retrieved Data]451 (5/13/2024 9:20:54 PM)	3	92.97	------		15.99	40.23	-61.15	-77.72	38.62	-56.97	103.81
   452 	[Retrieved Data]452 (5/13/2024 9:20:54 PM)	3	98.86	------		54.17	64.76	49.41	-41.10	63.01	53.18	92.13
   452 	[Retrieved Data]452 (5/13/2024 9:20:54 PM)	3	117.00	------		49.58	71.46	67.13	-44.13	69.85	71.30	109.14
   453 	[Retrieved Data]453 (5/13/2024 9:20:54 PM)	3	12.40	------		92.55	-0.84	5.19	-2.73	-2.59	8.96	9.72
   453 	[Retrieved Data]453 (5/13/2024 9:20:54 PM)	3	12.38	------		91.11	-0.82	4.72	-2.60	-2.43	8.90	9.58
   454 	[Retrieved Data]454 (5/13/2024 9:20:54 PM)	3	15.65	------		87.91	4.32	7.42	-7.36	2.57	11.19	13.64
   454 	[Retrieved Data]454 (5/13/2024 9:20:54 PM)	3	16.02	------		86.30	4.51	7.09	-7.41	2.91	11.27	13.80
   455 	[Retrieved Data]455 (5/13/2024 9:20:54 PM)	3	15.53	------		89.71	0.12	7.70	-5.56	-1.63	11.47	12.85
   455 	[Retrieved Data]455 (5/13/2024 9:20:54 PM)	3	15.78	------		88.16	0.18	7.37	-5.55	-1.43	11.55	12.89
   456 	[Retrieved Data]456 (5/13/2024 9:20:54 PM)	3	16.27	------		93.44	2.05	8.81	-1.83	0.30	12.59	12.72
   456 	[Retrieved Data]456 (5/13/2024 9:20:54 PM)	3	16.54	------		92.03	2.17	8.46	-1.68	0.56	12.64	12.76
   457 	[Retrieved Data]457 (5/13/2024 9:20:54 PM)	3	20.25	------		87.32	0.61	11.48	-7.96	-1.14	15.25	17.24
   457 	[Retrieved Data]457 (5/13/2024 9:20:54 PM)	3	20.73	------		85.68	0.68	11.32	-8.03	-0.93	15.49	17.48
   458 	[Retrieved Data]458 (5/13/2024 9:20:54 PM)	3	20.90	------		90.67	2.63	12.53	-4.61	0.88	16.31	16.97
   458 	[Retrieved Data]458 (5/13/2024 9:20:54 PM)	3	21.39	------		89.16	2.76	12.36	-4.55	1.15	16.53	17.18
   459 	[Retrieved Data]459 (5/13/2024 9:20:54 PM)	3	19.59	------		93.09	3.35	11.54	-2.18	1.60	15.31	15.55
   459 	[Retrieved Data]459 (5/13/2024 9:20:54 PM)	3	19.98	------		91.67	3.49	11.26	-2.04	1.88	15.44	15.68
   460 	[Retrieved Data]460 (5/13/2024 9:20:54 PM)	3	13.46	------		87.13	-0.24	5.33	-8.15	-1.99	9.10	12.38
   460 	[Retrieved Data]460 (5/13/2024 9:20:54 PM)	3	13.60	------		85.46	-0.19	4.95	-8.25	-1.80	9.12	12.43
   461 	[Retrieved Data]461 (5/13/2024 9:20:54 PM)	3	14.09	------		87.46	2.22	6.19	-7.81	0.47	9.97	12.67
   461 	[Retrieved Data]461 (5/13/2024 9:20:54 PM)	3	14.34	------		85.83	2.34	5.83	-7.88	0.74	10.01	12.76
   462 	[Retrieved Data]462 (5/13/2024 9:20:54 PM)	3	14.42	------		90.74	3.92	6.89	-4.53	2.17	10.66	11.79
   462 	[Retrieved Data]462 (5/13/2024 9:20:54 PM)	3	14.70	------		89.23	4.09	6.50	-4.49	2.48	10.68	11.85
   463 	[Retrieved Data]463 (5/13/2024 9:20:54 PM)	3	15.32	------		92.81	-0.40	7.75	-2.46	-2.15	11.52	11.98
   463 	[Retrieved Data]463 (5/13/2024 9:20:54 PM)	3	15.50	------		91.38	-0.36	7.38	-2.33	-1.97	11.55	11.95
   464 	[Retrieved Data]464 (5/13/2024 9:20:54 PM)	3	19.10	------		88.08	4.16	10.53	-7.19	2.41	14.31	16.19
   464 	[Retrieved Data]464 (5/13/2024 9:20:54 PM)	3	19.59	------		86.45	4.34	10.31	-7.26	2.74	14.49	16.44
   465 	[Retrieved Data]465 (5/13/2024 9:20:54 PM)	3	19.45	------		90.12	0.39	11.15	-5.16	-1.36	14.92	15.85
   465 	[Retrieved Data]465 (5/13/2024 9:20:54 PM)	3	19.86	------		88.57	0.46	10.92	-5.14	-1.15	15.10	15.99
   466 	[Retrieved Data]466 (5/13/2024 9:20:54 PM)	3	19.51	------		93.64	2.23	11.53	-1.64	0.48	15.31	15.40
   466 	[Retrieved Data]466 (5/13/2024 9:20:54 PM)	3	19.90	------		92.24	2.34	11.28	-1.47	0.73	15.45	15.54
   467 	[Retrieved Data]467 (5/13/2024 9:20:54 PM)	3	12.85	------		86.65	5.58	4.13	-8.62	3.83	7.91	12.31
   467 	[Retrieved Data]467 (5/13/2024 9:20:54 PM)	3	13.16	------		84.99	5.81	3.68	-8.72	4.21	7.85	12.46
   468 	[Retrieved Data]468 (5/13/2024 9:20:54 PM)	3	11.36	------		89.48	-0.05	4.11	-5.79	-1.80	7.88	9.94
   468 	[Retrieved Data]468 (5/13/2024 9:20:54 PM)	3	11.34	------		87.91	-0.01	3.66	-5.80	-1.62	7.83	9.88
   469 	[Retrieved Data]469 (5/13/2024 9:20:54 PM)	3	12.66	------		90.08	1.77	5.50	-5.19	0.02	9.27	10.62
   469 	[Retrieved Data]469 (5/13/2024 9:20:54 PM)	3	12.81	------		88.53	1.88	5.09	-5.18	0.27	9.27	10.62
   470 	[Retrieved Data]470 (5/13/2024 9:20:54 PM)	3	14.13	------		93.56	3.41	6.96	-1.72	1.66	10.73	11.00
   470 	[Retrieved Data]470 (5/13/2024 9:20:54 PM)	3	14.35	------		92.18	3.56	6.55	-1.53	1.96	10.72	11.01
   471 	[Retrieved Data]471 (5/13/2024 9:20:54 PM)	3	17.77	------		87.50	2.10	9.42	-7.78	0.35	13.19	15.32
   471 	[Retrieved Data]471 (5/13/2024 9:20:54 PM)	3	18.22	------		85.84	2.22	9.19	-7.87	0.62	13.37	15.53
   472 	[Retrieved Data]472 (5/13/2024 9:20:54 PM)	3	19.11	------		90.89	4.37	10.86	-4.39	2.62	14.63	15.50
   472 	[Retrieved Data]472 (5/13/2024 9:20:54 PM)	3	19.58	------		89.39	4.55	10.64	-4.32	2.94	14.81	15.71
   473 	[Retrieved Data]473 (5/13/2024 9:20:54 PM)	3	18.81	------		92.87	-0.39	10.71	-2.40	-2.14	14.49	14.84
   473 	[Retrieved Data]473 (5/13/2024 9:20:54 PM)	3	19.17	------		91.45	-0.38	10.46	-2.26	-1.98	14.63	14.94
   474 	[Retrieved Data]474 (5/13/2024 9:20:54 PM)	3	22.21	------		88.47	4.68	13.27	-6.80	2.93	17.04	18.58
   474 	[Retrieved Data]474 (5/13/2024 9:20:54 PM)	3	22.79	------		86.88	4.88	13.13	-6.83	3.27	17.30	18.89
   475 	[Retrieved Data]475 (5/13/2024 9:20:54 PM)	3	49.65	------		23.44	2.41	0.44	-71.83	0.66	4.22	71.96
   475 	[Retrieved Data]475 (5/13/2024 9:20:54 PM)	3	61.76	------		4.38	2.35	-3.52	-89.33	0.74	0.66	89.34
   476 	[Retrieved Data]476 (5/13/2024 9:20:54 PM)	3	73.87	------		41.46	-45.66	22.86	-53.82	-47.41	26.64	76.50
   476 	[Retrieved Data]476 (5/13/2024 9:20:54 PM)	3	95.04	------		35.15	-63.71	32.19	-58.56	-65.31	36.36	94.96
   477 	[Retrieved Data]477 (5/13/2024 9:20:54 PM)	3	12.42	------		93.00	1.70	5.63	-2.27	-0.05	9.41	9.68
   477 	[Retrieved Data]477 (5/13/2024 9:20:54 PM)	3	12.49	------		91.57	1.80	5.18	-2.14	0.20	9.35	9.60
   478 	[Retrieved Data]478 (5/13/2024 9:20:54 PM)	3	16.51	------		87.02	0.24	8.09	-8.26	-1.51	11.86	14.53
   478 	[Retrieved Data]478 (5/13/2024 9:20:54 PM)	3	16.86	------		85.36	0.29	7.83	-8.35	-1.32	12.00	14.68
   479 	[Retrieved Data]479 (5/13/2024 9:20:54 PM)	3	16.29	------		90.42	2.21	8.58	-4.85	0.46	12.35	13.28
   479 	[Retrieved Data]479 (5/13/2024 9:20:54 PM)	3	16.62	------		88.91	2.32	8.28	-4.81	0.71	12.45	13.37
   480 	[Retrieved Data]480 (5/13/2024 9:20:54 PM)	3	16.21	------		93.48	3.21	8.71	-1.79	1.46	12.48	12.69
   480 	[Retrieved Data]480 (5/13/2024 9:20:54 PM)	3	16.50	------		92.06	3.36	8.35	-1.65	1.76	12.53	12.75
   481 	[Retrieved Data]481 (5/13/2024 9:20:54 PM)	3	20.31	------		87.81	2.72	11.67	-7.46	0.97	15.44	17.18
   481 	[Retrieved Data]481 (5/13/2024 9:20:54 PM)	3	20.83	------		86.19	2.85	11.51	-7.52	1.24	15.69	17.44
   482 	[Retrieved Data]482 (5/13/2024 9:20:54 PM)	3	21.62	------		91.09	4.63	13.02	-4.19	2.88	16.79	17.55
   482 	[Retrieved Data]482 (5/13/2024 9:20:54 PM)	3	22.14	------		89.60	4.81	12.85	-4.11	3.20	17.02	17.80
   483 	[Retrieved Data]483 (5/13/2024 9:20:54 PM)	3	71.77	------		28.15	25.10	-46.77	-67.13	23.35	-43.00	83.07
   483 	[Retrieved Data]483 (5/13/2024 9:20:54 PM)	3	93.24	------		15.97	40.39	-61.39	-77.74	38.78	-57.21	104.02
   484 	[Retrieved Data]484 (5/13/2024 9:20:54 PM)	3	98.86	------		54.35	64.62	49.62	-40.93	62.87	53.39	92.08
   484 	[Retrieved Data]484 (5/13/2024 9:20:54 PM)	3	117.27	------		49.71	71.39	67.58	-44.00	69.78	71.76	109.33
   485 	[Retrieved Data]485 (5/13/2024 9:20:54 PM)	3	10.28	------		93.62	-1.92	3.07	-1.66	-3.67	6.84	7.94
   485 	[Retrieved Data]485 (5/13/2024 9:20:54 PM)	3	10.10	------		92.22	-1.95	2.54	-1.49	-3.56	6.71	7.74
   486 	[Retrieved Data]486 (5/13/2024 9:20:54 PM)	3	12.08	------		88.97	3.36	4.68	-6.31	1.61	8.45	10.67
   486 	[Retrieved Data]486 (5/13/2024 9:20:54 PM)	3	12.25	------		87.40	3.53	4.25	-6.31	1.92	8.42	10.69
   487 	[Retrieved Data]487 (5/13/2024 9:20:54 PM)	3	12.88	------		90.79	-0.93	5.37	-4.48	-2.68	9.15	10.53
   487 	[Retrieved Data]487 (5/13/2024 9:20:54 PM)	3	12.95	------		89.30	-0.92	4.96	-4.41	-2.53	9.14	10.46
   488 	[Retrieved Data]488 (5/13/2024 9:20:54 PM)	3	13.70	------		94.46	0.72	6.66	-0.82	-1.03	10.44	10.52
